onset	duration	nwb_table	Block	sound	sound_puretone	sound_bluenoise	sound_freq	sound_amp
31.396851098351927	2.0000000000000036	trials	1.0	False	False	False	0.0	0.0
43.09139595993515	2.0	trials	1.0	False	False	False	0.0	0.0
51.08316796396803	2.0	trials	1.0	False	False	False	0.0	0.0
63.03544503187179	2.0	trials	1.0	False	False	False	0.0	0.0
74.969664429269	2.0	trials	1.0	False	False	False	0.0	0.0
85.07928150247012	2.0	trials	1.0	False	False	False	0.0	0.0
92.57934918663372	2.0	trials	1.0	False	False	False	0.0	0.0
103.03767802138685	2.0	trials	1.0	False	False	False	0.0	0.0
111.52728876924103	2.0	trials	1.0	False	False	False	0.0	0.0
122.19548402342177	2.0	trials	1.0	False	False	False	0.0	0.0
131.05765302593704	2.0	trials	1.0	False	False	False	0.0	0.0
143.10600726897607	2.0	trials	1.0	False	False	False	0.0	0.0
150.4806216633048	2.0	trials	1.0	False	False	False	0.0	0.0
158.43472312025227	2.0	trials	1.0	False	False	False	0.0	0.0
167.0099566024221	2.0	trials	1.0	False	False	False	0.0	0.0
177.87004700586127	2.0	trials	1.0	False	False	False	0.0	0.0
186.86414932351283	2.0	trials	1.0	False	False	False	0.0	0.0
197.16021832471924	2.0	trials	1.0	False	False	False	0.0	0.0
204.0119378773946	2.0	trials	1.0	False	False	False	0.0	0.0
212.75919443123198	2.0	trials	1.0	False	False	False	0.0	0.0
221.6281026600607	2.0	trials	1.0	False	False	False	0.0	0.0
230.4244346055139	2.0	trials	1.0	False	False	False	0.0	0.0
239.5681823074588	2.0	trials	1.0	False	False	False	0.0	0.0
251.070918420121	2.0	trials	1.0	False	False	False	0.0	0.0
259.47050001645454	2.0	trials	1.0	False	False	False	0.0	0.0
267.02430871045095	2.0	trials	1.0	False	False	False	0.0	0.0
274.63842483991897	2.0	trials	1.0	False	False	False	0.0	0.0
284.89233047649765	2.0	trials	1.0	False	False	False	0.0	0.0
295.5067847208456	2.0	trials	1.0	False	False	False	0.0	0.0
302.5145432827784	2.0	trials	1.0	False	False	False	0.0	0.0
311.46077981353704	2.0	trials	1.0	False	False	False	0.0	0.0
317.7608332122209	2.0	trials	1.0	False	False	False	0.0	0.0
329.17889699427826	2.0	trials	1.0	False	False	False	0.0	0.0
336.5889355269212	2.0	trials	1.0	False	False	False	0.0	0.0
345.88284701518364	2.0	trials	1.0	False	False	False	0.0	0.0
352.212967731266	2.0	trials	1.0	False	False	False	0.0	0.0
362.17302582051116	2.0	trials	1.0	False	False	False	0.0	0.0
371.11286872630575	2.0	trials	1.0	False	False	False	0.0	0.0
379.77096013199593	2.0	trials	1.0	False	False	False	0.0	0.0
390.6914443712441	2.0	trials	1.0	False	False	False	0.0	0.0
398.98924637017717	2.0	trials	1.0	False	False	False	0.0	0.0
406.24315949322533	2.0	trials	1.0	False	False	False	0.0	0.0
414.0553915962411	2.0	trials	1.0	False	False	False	0.0	0.0
424.7952127300865	2.0	trials	1.0	False	False	False	0.0	0.0
431.8573171042137	2.0	trials	1.0	False	False	False	0.0	0.0
438.52336233191994	2.0	trials	1.0	False	False	False	0.0	0.0
444.98550276347595	2.0	trials	1.0	False	False	False	0.0	0.0
451.5673940626015	2.0	trials	1.0	False	False	False	0.0	0.0
458.4615361809167	2.0	trials	1.0	False	False	False	0.0	0.0
464.8758108255798	2.0	trials	1.0	False	False	False	0.0	0.0
471.7336648022071	2.0	trials	1.0	False	False	False	0.0	0.0
480.0782957839849	2.0	trials	1.0	False	False	False	0.0	0.0
490.94477981238816	2.0	trials	1.0	False	False	False	0.0	0.0
499.6758795031407	2.0	trials	1.0	False	False	False	0.0	0.0
507.1698991636896	2.0	trials	1.0	False	False	False	0.0	0.0
518.540097158854	2.0	trials	1.0	False	False	False	0.0	0.0
529.1420233542859	2.0	trials	1.0	False	False	False	0.0	0.0
538.7303871922435	2.0	trials	1.0	False	False	False	0.0	0.0
549.9383253538612	2.0	trials	1.0	False	False	False	0.0	0.0
558.8181200251961	2.0	trials	1.0	False	False	False	0.0	0.0
565.7241853900659	2.0	trials	1.0	False	False	False	0.0	0.0
574.5904152084368	2.0	trials	1.0	False	False	False	0.0	0.0
583.3343021491173	2.0	trials	1.0	False	False	False	0.0	0.0
591.9745086849758	2.0	trials	1.0	False	False	False	0.0	0.0
599.0183825879217	2.0	trials	1.0	False	False	False	0.0	0.0
609.3624901766957	2.0	trials	1.0	False	False	False	0.0	0.0
616.0163529568352	2.0	trials	1.0	False	False	False	0.0	0.0
624.788752008842	2.0	trials	1.0	False	False	False	0.0	0.0
636.158604402657	2.0	trials	1.0	False	False	False	0.0	0.0
644.9966677110513	2.0	trials	1.0	False	False	False	0.0	0.0
651.7287227964943	2.0	trials	1.0	False	False	False	0.0	0.0
659.4991371362318	2.0	trials	1.0	False	False	False	0.0	0.0
666.866753103235	2.0	trials	1.0	False	False	False	0.0	0.0
678.6509815149894	2.0	trials	1.0	False	False	False	0.0	0.0
688.886915881399	2.0	trials	1.0	False	False	False	0.0	0.0
699.801265696695	2.0	trials	1.0	False	False	False	0.0	0.0
709.8272472433397	2.0	trials	1.0	False	False	False	0.0	0.0
721.4791103382711	2.0	trials	1.0	False	False	False	0.0	0.0
729.1175913628724	2.0	trials	1.0	False	False	False	0.0	0.0
735.5672901458496	2.0	trials	1.0	False	False	False	0.0	0.0
742.7193372711599	2.0	trials	1.0	False	False	False	0.0	0.0
751.7103291766666	2.0	trials	1.0	False	False	False	0.0	0.0
759.4943083693686	2.0	trials	1.0	False	False	False	0.0	0.0
767.900024389654	2.0	trials	1.0	False	False	False	0.0	0.0
779.4638455408241	2.0	trials	1.0	False	False	False	0.0	0.0
787.3956557107348	2.0	trials	1.0	False	False	False	0.0	0.0
793.7345892612269	2.0	trials	1.0	False	False	False	0.0	0.0
804.8048916854431	2.0	trials	1.0	False	False	False	0.0	0.0
816.7962217058299	2.0	trials	1.0	False	False	False	0.0	0.0
824.434184328407	2.0	trials	1.0	False	False	False	0.0	0.0
832.821842678186	2.0	trials	1.0	False	False	False	0.0	0.0
839.3080024035258	2.0	trials	1.0	False	False	False	0.0	0.0
845.4638536391694	2.0	trials	1.0	False	False	False	0.0	0.0
853.1322291804946	2.0	trials	1.0	False	False	False	0.0	0.0
861.0161735635122	2.0	trials	1.0	False	False	False	0.0	0.0
867.7845167906432	2.0	trials	1.0	False	False	False	0.0	0.0
874.8585444113249	2.0	trials	1.0	False	False	False	0.0	0.0
881.3625026061591	2.0	trials	1.0	False	False	False	0.0	0.0
892.708508506865	2.0	trials	1.0	False	False	False	0.0	0.0
899.5546120376126	2.0	trials	1.0	False	False	False	0.0	0.0
908.7883024907405	2.0	trials	1.0	False	False	False	0.0	0.0
915.832262794024	2.0	trials	1.0	False	False	False	0.0	0.0
927.2384897298641	2.0	trials	1.0	False	False	False	0.0	0.0
938.9568810845564	2.0	trials	1.0	False	False	False	0.0	0.0
945.1249147677665	2.0	trials	1.0	False	False	False	0.0	0.0
951.5269205645258	2.0	trials	1.0	False	False	False	0.0	0.0
960.7488605717742	2.0	trials	1.0	False	False	False	0.0	0.0
971.0208238788593	2.0	trials	1.0	False	False	False	0.0	0.0
980.2552055346864	2.0	trials	1.0	False	False	False	0.0	0.0
988.0915433318233	2.0	trials	1.0	False	False	False	0.0	0.0
996.9112897686988	2.0	trials	1.0	False	False	False	0.0	0.0
1007.4111771657181	2.0	trials	1.0	False	False	False	0.0	0.0
1018.7460374229056	2.0	trials	1.0	False	False	False	0.0	0.0
1030.031217486116	2.0	trials	1.0	False	False	False	0.0	0.0
1038.5274810599462	2.0	trials	1.0	False	False	False	0.0	0.0
1047.9956620286473	2.0	trials	1.0	False	False	False	0.0	0.0
1055.5014321350761	2.0	trials	1.0	False	False	False	0.0	0.0
1067.1474200070677	2.0	trials	1.0	False	False	False	0.0	0.0
1074.8518244890683	2.0	trials	1.0	False	False	False	0.0	0.0
1086.4857163138304	2.0	trials	1.0	False	False	False	0.0	0.0
1096.5362355562831	2.0	trials	1.0	False	False	False	0.0	0.0
1103.4956099292988	2.0	trials	1.0	False	False	False	0.0	0.0
1109.9457407139628	2.0	trials	1.0	False	False	False	0.0	0.0
1116.7737865742038	2.0	trials	1.0	False	False	False	0.0	0.0
1125.3839257926636	2.0	trials	1.0	False	False	False	0.0	0.0
1132.1762883135784	2.0	trials	1.0	False	False	False	0.0	0.0
1143.125889466514	2.0	trials	1.0	False	False	False	0.0	0.0
1152.3722807692332	2.0	trials	1.0	False	False	False	0.0	0.0
1163.5382283668978	2.0	trials	1.0	False	False	False	0.0	0.0
1170.7859206656567	2.0	trials	1.0	False	False	False	0.0	0.0
1177.950495839883	2.0	trials	1.0	False	False	False	0.0	0.0
1188.6846145514633	2.0	trials	1.0	False	False	False	0.0	0.0
1197.9426698997247	2.0	trials	1.0	False	False	False	0.0	0.0
1208.6587309407983	2.0	trials	1.0	False	False	False	0.0	0.0
1215.9786539215834	2.0	trials	1.0	False	False	False	0.0	0.0
1223.2748168095966	2.0	trials	1.0	False	False	False	0.0	0.0
1233.1685194397555	2.0	trials	1.0	False	False	False	0.0	0.0
1242.444546058186	2.0	trials	1.0	False	False	False	0.0	0.0
1251.6549084202293	2.0	trials	1.0	False	False	False	0.0	0.0
1260.3370191197032	2.0	trials	1.0	False	False	False	0.0	0.0
1268.82654346722	2.0	trials	1.0	False	False	False	0.0	0.0
1276.663140465369	2.0	trials	1.0	False	False	False	0.0	0.0
1283.448677359633	2.0	trials	1.0	False	False	False	0.0	0.0
1293.5290911188092	2.0	trials	1.0	False	False	False	0.0	0.0
1305.4929458319182	2.0	trials	1.0	False	False	False	0.0	0.0
1316.0762095544821	2.0	trials	1.0	False	False	False	0.0	0.0
1325.317244036285	2.0	trials	1.0	False	False	False	0.0	0.0
1332.1871076598045	2.0	trials	1.0	False	False	False	0.0	0.0
1340.347533122348	2.0	trials	1.0	False	False	False	0.0	0.0
1351.3456912648753	2.0	trials	1.0	False	False	False	0.0	0.0
1358.7675666437356	2.0	trials	1.0	False	False	False	0.0	0.0
1367.1373401236826	2.0	trials	1.0	False	False	False	0.0	0.0
1377.289466162861	2.0	trials	1.0	False	False	False	0.0	0.0
1384.7522089012887	2.0	trials	1.0	False	False	False	0.0	0.0
1396.34566536817	2.0	trials	1.0	False	False	False	0.0	0.0
1408.1359418035393	2.0	trials	1.0	False	False	False	0.0	0.0
1417.8320468621744	2.0	trials	1.0	False	False	False	0.0	0.0
1426.6998318866176	2.0	trials	1.0	False	False	False	0.0	0.0
1434.6737190208187	2.0	trials	1.0	False	False	False	0.0	0.0
1442.4977879700516	2.0	trials	1.0	False	False	False	0.0	0.0
1449.043995929851	2.0	trials	1.0	False	False	False	0.0	0.0
1458.4758887568642	2.0	trials	1.0	False	False	False	0.0	0.0
1467.3562882305605	2.0	trials	1.0	False	False	False	0.0	0.0
1478.3000141605567	2.0	trials	1.0	False	False	False	0.0	0.0
1484.516000030997	2.0	trials	1.0	False	False	False	0.0	0.0
1494.5485480032805	2.0	trials	1.0	False	False	False	0.0	0.0
1502.114193543494	2.0	trials	1.0	False	False	False	0.0	0.0
1510.7001406674954	2.0	trials	1.0	False	False	False	0.0	0.0
1521.1889688213341	2.0	trials	1.0	False	False	False	0.0	0.0
1532.5614132252695	2.0	trials	1.0	False	False	False	0.0	0.0
1538.930586893835	2.0	trials	1.0	False	False	False	0.0	0.0
1549.1488955914247	2.0	trials	1.0	False	False	False	0.0	0.0
1556.3967606908582	2.0	trials	1.0	False	False	False	0.0	0.0
1566.2005205698338	2.0	trials	1.0	False	False	False	0.0	0.0
1576.742657731818	2.0	trials	1.0	False	False	False	0.0	0.0
1583.9249449752017	2.0	trials	1.0	False	False	False	0.0	0.0
1591.3827628944	2.0	trials	1.0	False	False	False	0.0	0.0
1603.1488472353108	2.0	trials	1.0	False	False	False	0.0	0.0
1614.0270817095939	2.0	trials	1.0	False	False	False	0.0	0.0
1622.2830659452486	2.0	trials	1.0	False	False	False	0.0	0.0
1632.669164097976	2.0	trials	1.0	False	False	False	0.0	0.0
1643.6311204991525	2.0	trials	1.0	False	False	False	0.0	0.0
1650.6992728968944	2.0	trials	1.0	False	False	False	0.0	0.0
1660.113540055088	2.0	trials	1.0	False	False	False	0.0	0.0
1667.6543022981443	2.0	trials	1.0	False	False	False	0.0	0.0
1675.8034093164947	2.0	trials	1.0	False	False	False	0.0	0.0
1683.3153138468756	2.0	trials	1.0	False	False	False	0.0	0.0
1690.5274956069827	2.0	trials	1.0	False	False	False	0.0	0.0
1700.9675075702173	2.0	trials	1.0	False	False	False	0.0	0.0
1708.9598843766119	2.0	trials	1.0	False	False	False	0.0	0.0
1716.2559608642878	2.0	trials	1.0	False	False	False	0.0	0.0
1723.0477185828408	2.0	trials	1.0	False	False	False	0.0	0.0
1735.1196601179768	2.0	trials	1.0	False	False	False	0.0	0.0
1742.5901788867661	2.0	trials	1.0	False	False	False	0.0	0.0
1750.9958085067146	2.0	trials	1.0	False	False	False	0.0	0.0
1760.2178349143003	2.0	trials	1.0	False	False	False	0.0	0.0
1766.475897749031	2.0	trials	1.0	False	False	False	0.0	0.0
1772.9202397110923	2.0	trials	1.0	False	False	False	0.0	0.0
1780.7741167767117	2.0	trials	1.0	False	False	False	0.0	0.0
1789.8331057477146	2.0	trials	1.0	False	False	False	0.0	0.0
1798.1501750218772	2.0	trials	1.0	False	False	False	0.0	0.0
1806.622073700574	2.0	trials	1.0	False	False	False	0.0	0.0
1816.558544497722	2.0	trials	1.0	False	False	False	0.0	0.0
1824.4182967862812	2.0	trials	1.0	False	False	False	0.0	0.0
1835.5524490598007	2.0	trials	1.0	False	False	False	0.0	0.0
1846.6966237724525	2.0	trials	1.0	False	False	False	0.0	0.0
