onset	duration	nwb_table	sound	match_mismatch	sound_freq1	sound_amp1	sound_freq2	sound_amp2	valve	lick	perf
48.96595869981009	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	0.0
56.52531179375686	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	2.0
64.09105852516707	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	0.0
71.64548679025688	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
79.17857413029974	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	2.0
86.73559441057742	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
99.21778914986099	2.0	trials	True	False	5000.0	3.0	5000.0	3.0	False	False	4.0
106.76383656584326	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	2.0
114.33563133269189	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	4.0
121.88418436335581	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	3.0
155.77841176621055	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
194.8037060344955	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
207.28918399301702	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	1.0
216.223082741099	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	5.0
228.70925190367066	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
236.19144934552475	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	3.0
248.67753210759014	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	1.0
256.6334635252832	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
269.10788221900316	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
276.6379455413268	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	1.0
284.1201429831809	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
291.6502927060108	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
304.13663466959497	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
316.6225446306479	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	2.0
324.1827617296572	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	1.0
331.7123930494496	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
344.19908061505885	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
356.6849041756054	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
364.1994154068018	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
376.6824741511479	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
384.1595739631325	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	3.0
396.6517047606363	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	2.0
404.1941233553556	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	1.0
411.78509903459457	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
419.28811899845795	2.0	trials	True	True	5000.0	3.0	12000.0	3.0	False	False	4.0
426.84392967164797	2.0	trials	True	True	5000.0	3.0	12000.0	3.0	False	False	4.0
434.40552917875755	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	1.0
441.87390253960956	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
449.3560135809574	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
461.8482307789675	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
469.32170176968896	2.0	trials	True	True	5000.0	3.0	12000.0	3.0	False	False	4.0
476.8878805036305	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
484.3845932305367	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
496.8710215946271	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
509.3389602503774	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	1.0
516.8393017985467	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
529.307326854803	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	1.0
536.772676197936	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
544.2548736397899	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
556.7411292028679	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
564.2711925251916	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
576.7581392923196	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
584.2859562014804	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
596.7720389635458	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
609.2595041337114	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	1.0
616.8004539198242	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
624.2911186112921	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
631.8126282834958	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
644.286528574178	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
656.7745985478874	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	1.0
664.3936543916617	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
676.884921184103	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
689.3713495481933	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	1.0
696.9433171160545	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
709.4355343140645	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	1.0
716.9117701209865	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
724.3758234565254	2.0	trials	False	False	0.0	0.0	0.0	0.0	False	True	1.0
731.857848097367	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	3.0
744.3472140786703	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	4.0
751.8980999230032	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	1.0
759.3847037906768	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	3.0
771.878648998812	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	1.0
779.3733745140743	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
786.8456358977081	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
794.3847712731896	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	3.0
806.8707676347484	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	1.0
814.4137910330115	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	4.0
821.9670096910138	2.0	trials	True	True	5000.0	3.0	12000.0	3.0	False	True	3.0
834.4533516545979	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	2.0
842.0093351288003	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	4.0
849.5745634571731	2.0	trials	True	False	5000.0	3.0	5000.0	3.0	False	False	1.0
857.3553610486715	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
864.8390272991319	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	3.0
877.474237335007	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	1.0
884.9497819378788	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	2.0
892.5039510014499	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	4.0
900.0723761485542	2.0	trials	True	False	5000.0	3.0	5000.0	3.0	False	True	1.0
907.5580296106588	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	3.0
920.0442851737367	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
932.5306271373208	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	4.0
940.0859194074732	2.0	trials	True	False	5000.0	3.0	5000.0	3.0	False	False	1.0
947.5835825399483	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	3.0
960.06050684835	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	3.0
972.5451208018088	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	2.0
980.0876257970343	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	1.0
987.8870858978854	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	1.0
995.4478213999324	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	3.0
1007.9213760885898	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
1020.4076316516675	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
1032.8941464162642	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	1.0
1040.3763438581184	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
1047.8582820984536	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
1055.3345179053756	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
1062.9003510372922	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	3.0
1075.3866066003702	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	1.0
1082.9164971216812	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	2.0
1091.3888443653072	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	2.0
1098.9424950258406	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	2.0
1106.5088465607946	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	1.0
1113.980935143416	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	3.0
1126.4651170943437	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	1.0
1133.9410936997467	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	3.0
1146.4302004795313	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	1.0
1153.897191432283	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	1.0
1161.5057064142934	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	3.0
1173.9796067049758	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	True	3.0
1186.465689467041	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	1.0
1194.003701635941	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	3.0
1206.502744473946	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	2.0
1214.0621839683988	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	2.0
1221.6325099266412	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	1.0
1229.6244703554457	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	1.0
1237.1063221952747	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	1.0
1244.6020845166122	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	3.0
1257.0750344017256	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	3.0
1269.5488482919015	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	3.0
1282.0351038549795	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	3.0
1294.5213594180575	2.0	trials	True	True	5000.0	3.0	5000.0	3.0	False	False	1.0
1302.3834598859492	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	1.0
1309.929420901425	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	False	4.0
1318.2338055608764	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
1325.8778311509607	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
1333.3662494292655	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
1340.8965719531082	2.0	trials	True	False	5000.0	3.0	12000.0	3.0	False	True	1.0
