onset	duration	nwb_table	Block	sound	sound_puretone	sound_freq	sound_amp
16.04764810097123	2.0	trials	1.0	True	True	10000.0	False
21.430051961698805	2.0	trials	1.0	True	True	10000.0	False
28.17421367604342	2.0	trials	1.0	True	True	10000.0	False
32.72743219820347	2.0	trials	1.0	True	True	10000.0	False
38.398413638467936	2.0	trials	1.0	True	True	10000.0	False
44.60196759378192	2.0	trials	1.0	True	True	10000.0	False
51.13142413293216	2.0	trials	1.0	True	True	10000.0	False
57.274670558151314	2.0	trials	1.0	True	True	10000.0	False
63.694312096226305	1.999999999999993	trials	1.0	True	True	10000.0	False
68.37445291309882	2.0	trials	1.0	True	True	10000.0	False
74.32796389979612	2.0	trials	1.0	True	True	10000.0	False
80.55458678137846	2.0	trials	1.0	True	True	10000.0	False
87.00438208450086	2.0	trials	1.0	True	True	10000.0	False
93.95262171587126	2.0	trials	1.0	True	True	10000.0	False
99.61746872255873	2.0	trials	1.0	True	True	10000.0	False
104.83674849042238	2.0	trials	1.0	True	True	10000.0	False
111.64069933202433	2.0	trials	1.0	True	True	10000.0	False
116.96296846360288	2.0	trials	1.0	True	True	10000.0	False
122.22493006508661	2.0	trials	1.0	True	True	10000.0	False
127.14085777254482	2.0	trials	1.0	True	True	10000.0	False
131.4831727403188	2.0	trials	1.0	True	True	10000.0	False
135.6665108379287	2.0	trials	1.0	True	True	10000.0	False
140.23718225561763	2.0	trials	1.0	True	True	10000.0	False
147.11906632378916	2.0	trials	1.0	True	True	10000.0	False
151.8912236443164	2.0	trials	1.0	True	True	10000.0	False
156.05503523504746	2.0	trials	1.0	True	True	10000.0	False
160.79945800376896	2.0	trials	1.0	True	True	10000.0	False
167.5149347611057	2.0	trials	1.0	True	True	10000.0	False
171.86347056292956	2.0	trials	1.0	True	True	10000.0	False
176.92895748900403	2.0	trials	1.0	True	True	10000.0	False
183.03064528675097	2.0	trials	1.0	True	True	10000.0	False
188.8619860047461	2.0	trials	1.0	True	True	10000.0	False
193.29649027712063	2.0	trials	1.0	True	True	10000.0	False
198.5219044785612	2.0	trials	1.0	True	True	10000.0	False
202.89480521374713	2.0	trials	1.0	True	True	10000.0	False
208.5839307533238	2.0	trials	1.0	True	True	10000.0	False
214.6740408877001	2.0	trials	1.0	True	True	10000.0	False
220.59022687009804	2.0	trials	1.0	True	True	10000.0	False
226.52412494944352	2.0	trials	1.0	True	True	10000.0	False
232.3621185038531	2.0	trials	1.0	True	True	10000.0	False
239.18671905848188	2.0	trials	1.0	True	True	10000.0	False
245.202524786151	2.0	trials	1.0	True	True	10000.0	False
249.79833874145828	2.0	trials	1.0	True	True	10000.0	False
256.50664425954307	2.0	trials	1.0	True	True	10000.0	False
261.07878448527157	2.0	trials	1.0	True	True	10000.0	False
267.99229112653006	2.0	trials	1.0	True	True	10000.0	False
274.9570332482272	2.0	trials	1.0	True	True	10000.0	False
281.93490824180753	2.0	trials	1.0	True	True	10000.0	False
287.5619982418311	2.0	trials	1.0	True	True	10000.0	False
293.3129001195421	2.0	trials	1.0	True	True	10000.0	False
298.33916123091313	2.0	trials	1.0	True	True	10000.0	False
303.09127364172406	2.0	trials	1.0	True	True	10000.0	False
307.6272984697739	2.0	trials	1.0	True	True	10000.0	False
313.26138690810365	2.0	trials	1.0	True	True	10000.0	False
319.195371387922	2.0	trials	1.0	True	True	10000.0	False
326.1674575498171	2.0	trials	1.0	True	True	10000.0	False
331.1655521070177	2.0	trials	1.0	True	True	10000.0	False
337.3154513686513	2.0	trials	1.0	True	True	10000.0	False
342.87186578183014	2.0	trials	1.0	True	True	10000.0	False
349.9457317008193	2.0	trials	1.0	True	True	10000.0	False
356.01769773588336	2.0	trials	1.0	True	True	10000.0	False
360.1702772651355	2.0	trials	1.0	True	True	10000.0	False
367.21070620110646	2.0	trials	1.0	True	True	10000.0	False
371.5520707636784	2.0	trials	1.0	True	True	10000.0	False
378.08023129573485	2.0	trials	1.0	True	True	10000.0	False
385.0296805337261	2.0	trials	1.0	True	True	10000.0	False
390.0865274125091	2.0	trials	1.0	True	True	10000.0	False
394.7969083949019	2.0	trials	1.0	True	True	10000.0	False
400.65874847983605	2.0	trials	1.0	True	True	10000.0	False
406.1724810593948	2.0	trials	1.0	True	True	10000.0	False
412.6586509616146	2.0	trials	1.0	True	True	10000.0	False
417.638601419503	2.0	trials	1.0	True	True	10000.0	False
423.61466292963115	2.0	trials	1.0	True	True	10000.0	False
430.2356175695986	2.0	trials	1.0	True	True	10000.0	False
436.0115755844551	2.0	trials	1.0	True	True	10000.0	False
440.69836923774204	2.0	trials	1.0	True	True	10000.0	False
446.9147104630475	2.0	trials	1.0	True	True	10000.0	False
451.3715060574342	2.0	trials	1.0	True	True	10000.0	False
457.4490881232378	2.0	trials	1.0	True	True	10000.0	False
464.49340508048994	2.0	trials	1.0	True	True	10000.0	False
469.5712472741913	2.0	trials	1.0	True	True	10000.0	False
475.7524235070202	2.0	trials	1.0	True	True	10000.0	False
481.85143289010676	2.0	trials	1.0	True	True	10000.0	False
486.89246848234615	2.0	trials	1.0	True	True	10000.0	False
493.72614108663106	2.0	trials	1.0	True	True	10000.0	False
498.6764561823095	2.0	trials	1.0	True	True	10000.0	False
504.03000228508336	2.0	trials	1.0	True	True	10000.0	False
509.59030471954344	2.0	trials	1.0	True	True	10000.0	False
514.2802087898554	2.0	trials	1.0	True	True	10000.0	False
518.5915059878528	2.0	trials	1.0	True	True	10000.0	False
523.9779706708074	2.0	trials	1.0	True	True	10000.0	False
528.3339369133018	2.0	trials	1.0	True	True	10000.0	False
533.4941187576915	2.0	trials	1.0	True	True	10000.0	False
540.2640278129649	2.0	trials	1.0	True	True	10000.0	False
546.3222561728354	2.0	trials	1.0	True	True	10000.0	False
550.577220262492	2.0	trials	1.0	True	True	10000.0	False
557.3028058751598	2.0	trials	1.0	True	True	10000.0	False
563.3541221971973	2.0	trials	1.0	True	True	10000.0	False
569.411140950447	2.0	trials	1.0	True	True	10000.0	False
575.626877372442	2.0	trials	1.0	True	True	10000.0	False
580.2669283698818	2.0	trials	1.0	True	True	10000.0	False
584.4646089459958	2.0	trials	1.0	True	True	10000.0	False
589.9966584258125	2.0	trials	1.0	True	True	10000.0	False
594.9150053465123	2.0	trials	1.0	True	True	10000.0	False
600.7625029529426	2.0	trials	1.0	True	True	10000.0	False
606.0589383431195	2.0	trials	1.0	True	True	10000.0	False
610.1709960505743	2.0	trials	1.0	True	True	10000.0	False
615.4612106067013	2.0	trials	1.0	True	True	10000.0	False
621.3240010968377	2.0	trials	1.0	True	True	10000.0	False
627.4015831626411	2.0	trials	1.0	True	True	10000.0	False
633.0125162742296	2.0	trials	1.0	True	True	10000.0	False
638.0514782551192	2.0	trials	1.0	True	True	10000.0	False
643.7514902542831	2.0	trials	1.0	True	True	10000.0	False
648.8396141042614	2.0	trials	1.0	True	True	10000.0	False
653.5160397007985	2.0	trials	1.0	True	True	10000.0	False
658.0736646470773	2.0	trials	1.0	True	True	10000.0	False
663.2891427941327	2.0	trials	1.0	True	True	10000.0	False
667.4473383541242	2.0	trials	1.0	True	True	10000.0	False
672.882619304276	2.0	trials	1.0	True	True	10000.0	False
678.3121978232152	2.0	trials	1.0	True	True	10000.0	False
682.6440583337665	2.0	trials	1.0	True	True	10000.0	False
689.1737740743355	2.0	trials	1.0	True	True	10000.0	False
695.5072743409139	2.0	trials	1.0	True	True	10000.0	False
701.1859454232678	2.0	trials	1.0	True	True	10000.0	False
705.7573080447401	2.0	trials	1.0	True	True	10000.0	True
712.4045284284738	2.0	trials	1.0	True	True	10000.0	True
717.8044715852031	2.0	trials	1.0	True	True	10000.0	True
722.9171331694894	2.0	trials	1.0	True	True	10000.0	True
729.0970133952246	2.0	trials	1.0	True	True	10000.0	True
733.7228947151062	2.0	trials	1.0	True	True	10000.0	True
740.5466312650059	2.0	trials	1.0	True	True	10000.0	True
746.0109427740572	2.0	trials	1.0	True	True	10000.0	True
750.2647836575659	2.0	trials	1.0	True	True	10000.0	True
756.5592309103866	2.0	trials	1.0	True	True	10000.0	True
760.8789953547298	2.0	trials	1.0	True	True	10000.0	True
765.534944039186	2.0	trials	1.0	True	True	10000.0	True
772.0931719358168	2.0	trials	1.0	True	True	10000.0	True
777.0984377322696	2.0	trials	1.0	True	True	10000.0	True
782.7854896604963	2.0	trials	1.0	True	True	10000.0	True
789.0553127785363	2.0	trials	1.0	True	True	10000.0	True
795.5425194864308	2.0	trials	1.0	True	True	10000.0	True
799.9454875861916	2.0	trials	1.0	True	True	10000.0	True
806.059789852984	2.0	trials	1.0	True	True	10000.0	True
812.2821791113935	2.0	trials	1.0	True	True	10000.0	True
818.7803586793484	2.0	trials	1.0	True	True	10000.0	True
823.2433751077849	2.0	trials	1.0	True	True	10000.0	True
828.8432489588401	2.0	trials	1.0	True	True	10000.0	True
834.464982129543	2.0	trials	1.0	True	True	10000.0	True
841.4805277293143	2.0	trials	1.0	True	True	10000.0	True
846.8961957721142	2.0	trials	1.0	True	True	10000.0	True
852.580310084262	2.0	trials	1.0	True	True	10000.0	True
857.5523116986421	2.0	trials	1.0	True	True	10000.0	True
862.9911350681832	2.0	trials	1.0	True	True	10000.0	True
867.7195737494154	2.0	trials	1.0	True	True	10000.0	True
872.7803950499524	2.0	trials	1.0	True	True	10000.0	True
878.0330254003613	2.0	trials	1.0	True	True	10000.0	True
882.3325721340423	2.0	trials	1.0	True	True	10000.0	True
887.540533439954	2.0	trials	1.0	True	True	10000.0	True
891.7946335248814	2.0	trials	1.0	True	True	10000.0	True
897.2007111151879	2.0	trials	1.0	True	True	10000.0	True
902.7327605950047	2.0	trials	1.0	True	True	10000.0	True
909.8030840946043	2.0	trials	1.0	True	True	10000.0	True
916.2750843192657	2.0	trials	1.0	True	True	10000.0	True
920.9017432434039	2.0	trials	1.0	True	True	10000.0	True
927.1714799609708	2.0	trials	1.0	True	True	10000.0	True
933.0398000813739	2.0	trials	1.0	True	True	10000.0	True
938.6387235272267	2.0	trials	1.0	True	True	10000.0	True
944.0795341076451	2.0	trials	1.0	True	True	10000.0	True
950.0313170848843	2.0	trials	1.0	True	True	10000.0	True
956.1693794817284	2.0	trials	1.0	True	True	10000.0	True
962.9617526599596	2.0	trials	1.0	True	True	10000.0	True
967.305622836246	2.0	trials	1.0	True	True	10000.0	True
973.011942069933	2.0	trials	1.0	True	True	10000.0	True
978.0413135983289	2.0	trials	1.0	True	True	10000.0	True
982.8525239326136	2.0	trials	1.0	True	True	10000.0	True
988.2457278524558	2.0	trials	1.0	True	True	10000.0	True
994.755917086146	2.0	trials	1.0	True	True	10000.0	True
1001.0201241734463	2.0	trials	1.0	True	True	10000.0	True
1007.1112711134977	2.0	trials	1.0	True	True	10000.0	True
1011.2288584512191	2.0	trials	1.0	True	True	10000.0	True
1015.4744048893281	2.0	trials	1.0	True	True	10000.0	True
1019.736021815399	2.0	trials	1.0	True	True	10000.0	True
1026.4965996195976	2.0	trials	1.0	True	True	10000.0	True
1031.8184367488116	2.0	trials	1.0	True	True	10000.0	True
1037.5145607266943	2.0	trials	1.0	True	True	10000.0	True
1042.6548704623135	2.0	trials	1.0	True	True	10000.0	True
1047.7035956966424	2.0	trials	1.0	True	True	10000.0	True
1053.0046967123567	2.0	trials	1.0	True	True	10000.0	True
1058.0568779656023	2.0	trials	1.0	True	True	10000.0	True
1062.6812904774445	2.0	trials	1.0	True	True	10000.0	True
1068.9190590200328	2.0	trials	1.0	True	True	10000.0	True
1075.337663752433	2.0	trials	1.0	True	True	10000.0	True
1081.5498577550384	2.0	trials	1.0	True	True	10000.0	True
1088.2612736901483	2.0	trials	1.0	True	True	10000.0	True
1093.325378208656	2.0	trials	1.0	True	True	10000.0	True
1099.3559584171937	2.0	trials	1.0	True	True	10000.0	True
1103.5193380055603	2.0	trials	1.0	True	True	10000.0	True
1109.2008603035204	2.0	trials	1.0	True	True	10000.0	True
1114.7760236193217	2.0	trials	1.0	True	True	10000.0	True
1121.104858260363	2.0	trials	1.0	True	True	10000.0	True
1125.4677365406906	2.0	trials	1.0	True	True	10000.0	True
1131.7334988365035	2.0	trials	1.0	True	True	10000.0	True
1136.7478366826124	2.0	trials	1.0	True	True	10000.0	True
1141.793537900389	2.0	trials	1.0	True	True	10000.0	True
1146.990094343876	2.0	trials	1.0	True	True	10000.0	True
1151.6415502037407	2.0	trials	1.0	True	True	10000.0	True
1156.99881152685	2.0	trials	1.0	True	True	10000.0	True
1161.264575675621	2.0	trials	1.0	True	True	10000.0	True
1166.5802783712581	2.0	trials	1.0	True	True	10000.0	True
1171.8488064086832	2.0	trials	1.0	True	True	10000.0	True
1177.5845882036342	2.0	trials	1.0	True	True	10000.0	True
1184.473470710112	2.0	trials	1.0	True	True	10000.0	True
1189.4765764947415	2.0	trials	1.0	True	True	10000.0	True
1194.8105096901636	2.0	trials	1.0	True	True	10000.0	True
1199.863036545301	2.0	trials	1.0	True	True	10000.0	True
1205.2042273804477	2.0	trials	1.0	True	True	10000.0	True
1210.706382296636	2.0	trials	1.0	True	True	10000.0	True
1215.6547965819104	2.0	trials	1.0	True	True	10000.0	True
1221.2294414948742	2.0	trials	1.0	True	True	10000.0	True
1227.4633220161816	2.0	trials	1.0	True	True	10000.0	True
1233.5230191840917	2.0	trials	1.0	True	True	10000.0	True
1239.6072540863097	2.0	trials	1.0	True	True	10000.0	True
1246.184576487455	2.0	trials	1.0	True	True	10000.0	True
1250.347264872038	2.0	trials	1.0	True	True	10000.0	True
1255.8793143518549	2.0	trials	1.0	True	True	10000.0	True
1262.5520228750986	2.0	trials	1.0	True	True	10000.0	True
1268.149563913385	2.0	trials	1.0	True	True	10000.0	True
1272.331692404374	2.0	trials	1.0	True	True	10000.0	True
1278.291856227486	2.0	trials	1.0	True	True	10000.0	True
1284.9801168358542	2.0	trials	1.0	True	True	10000.0	True
1291.2630728257775	2.0	trials	1.0	True	True	10000.0	True
1295.5627923604043	2.0	trials	1.0	True	True	10000.0	True
1299.8029819691924	2.0	trials	1.0	True	True	10000.0	True
1304.9803575076921	2.0	trials	1.0	True	True	10000.0	True
1309.8561089952448	2.0	trials	1.0	True	True	10000.0	True
1315.6498655075218	2.0	trials	1.0	True	True	10000.0	True
1322.6965152775426	2.0	trials	1.0	True	True	10000.0	True
1327.0464334869332	2.0	trials	1.0	True	True	10000.0	True
1333.5460818629276	2.0	trials	1.0	True	True	10000.0	True
1338.0923883472544	2.0	trials	1.0	True	True	10000.0	True
1342.5207581860518	2.0	trials	1.0	True	True	10000.0	True
1346.7625030033525	2.0	trials	1.0	True	True	10000.0	True
1352.8063888847194	2.0	trials	1.0	True	True	10000.0	True
1359.3926105345747	2.0	trials	1.0	True	True	10000.0	True
1365.314844550077	2.0	trials	1.0	True	True	10000.0	True
1372.2762170533304	2.0	trials	1.0	True	True	10000.0	True
1378.9192038138913	2.0	trials	1.0	True	True	10000.0	True
1385.9194565299565	2.0	trials	1.0	True	True	10000.0	True
1390.4972991868974	2.0	trials	1.0	True	True	10000.0	True
1396.5828300962091	2.0	trials	1.0	True	True	10000.0	True
1403.0971665525992	2.0	trials	1.0	True	True	10000.0	True
1409.055429565307	2.0	trials	1.0	True	True	10000.0	True
1415.7815335808123	2.0	trials	1.0	True	True	10000.0	True
1420.7375511077032	2.0	trials	1.0	True	True	10000.0	True
1425.6816453693318	2.0	trials	1.0	True	True	10000.0	True
1431.8792376920144	2.0	trials	1.0	True	True	10000.0	True
1438.342252267493	2.0	trials	1.0	True	True	10000.0	True
1445.3079447943921	2.0	trials	1.0	True	True	10000.0	True
1449.9519702135863	2.0	trials	1.0	True	True	10000.0	True
1454.3513958939568	2.0	trials	1.0	True	True	10000.0	True
1458.5696397826248	2.0	trials	1.0	True	True	10000.0	True
1462.9844447471744	2.0	trials	1.0	True	True	10000.0	True
1469.4521249481902	2.0	trials	1.0	True	True	10000.0	True
1476.2382772923718	2.0	trials	1.0	True	True	10000.0	True
1481.17079389063	2.0	trials	1.0	True	True	10000.0	True
1487.4469242431926	2.0	trials	1.0	True	True	10000.0	True
1491.746038974509	2.0	trials	1.0	True	True	10000.0	True
1495.961777249462	2.0	trials	1.0	True	True	10000.0	True
1502.8725190755874	2.0	trials	1.0	True	True	10000.0	True
1507.7262384425464	2.0	trials	1.0	True	True	10000.0	True
1514.544963765017	2.0	trials	1.0	True	True	10000.0	True
1520.2548254180933	2.0	trials	1.0	True	True	10000.0	True
1524.4917318089106	2.0	trials	1.0	True	True	10000.0	True
1529.214122457039	2.0	trials	1.0	True	True	10000.0	True
1534.8530493218518	2.0	trials	1.0	True	True	10000.0	True
1540.5413108566995	2.0	trials	1.0	True	True	10000.0	True
1546.7631817122713	2.0	trials	1.0	True	True	10000.0	True
1552.8775703795368	2.0	trials	1.0	True	True	10000.0	True
1559.321404050028	2.0	trials	1.0	True	True	10000.0	True
1565.3496514457968	2.0	trials	1.0	True	True	10000.0	True
1572.2996190866254	2.0	trials	1.0	True	True	10000.0	True
1577.7654858041892	2.0	trials	1.0	True	True	10000.0	True
1582.3501540984905	2.0	trials	1.0	True	True	10000.0	True
1588.7816325013548	2.0	trials	1.0	True	True	10000.0	True
1593.1558292436346	2.0	trials	1.0	True	True	10000.0	True
1597.8315636363882	2.0	trials	1.0	True	True	10000.0	True
1602.6788029678794	2.0	trials	1.0	True	True	10000.0	True
1606.8239520564603	2.0	trials	1.0	True	True	10000.0	True
1611.7156876315025	2.0	trials	1.0	True	True	10000.0	True
1617.2178425476902	2.0	trials	1.0	True	True	10000.0	True
1622.605516837266	2.0	trials	1.0	True	True	10000.0	True
1628.0772587869876	2.0	trials	1.0	True	True	10000.0	True
1633.2976617609993	2.0	trials	1.0	True	True	10000.0	True
1639.9731350993763	2.0	trials	1.0	True	True	10000.0	True
1645.05045889024	2.0	trials	1.0	True	True	10000.0	True
1650.1780677563409	2.0	trials	1.0	True	True	10000.0	True
1655.3725505884777	2.0	trials	1.0	True	True	10000.0	True
1660.4713880970974	2.0	trials	1.0	True	True	10000.0	True
1664.6405565171492	2.0	trials	1.0	True	True	10000.0	True
1670.9289557368659	2.0	trials	1.0	True	True	10000.0	True
1677.3061746427395	2.0	trials	1.0	True	True	10000.0	True
1681.4056178811486	2.0	trials	1.0	True	True	10000.0	True
1688.3950705380998	2.0	trials	1.0	True	True	10000.0	True
1693.8861661937547	2.0	trials	1.0	True	True	10000.0	True
1699.602853484191	2.0	trials	1.0	True	True	10000.0	True
1705.1191780779375	2.0	trials	1.0	True	True	10000.0	True
1710.2543037851815	2.0	trials	1.0	True	True	10000.0	True
1715.563440044877	2.0	trials	1.0	True	True	10000.0	True
1722.1395528394014	2.0	trials	1.0	True	True	10000.0	True
1728.4215584241226	2.0	trials	1.0	True	True	10000.0	True
1734.1755707188586	2.0	trials	1.0	True	True	10000.0	True
1740.3617581791166	2.0	trials	1.0	True	True	10000.0	True
1744.77785915076	2.0	trials	1.0	True	True	10000.0	True
1751.845763437118	2.0	trials	1.0	True	True	10000.0	True
1757.4738038423438	2.0	trials	1.0	True	True	10000.0	True
1762.8101562510074	2.0	trials	1.0	True	True	10000.0	True
1769.7686775386549	2.0	trials	1.0	True	True	10000.0	True
1774.2276331448645	2.0	trials	1.0	True	True	10000.0	True
1781.1801927998804	2.0	trials	1.0	True	True	10000.0	True
1787.6902956330978	2.0	trials	1.0	True	True	10000.0	True
1794.2064464994191	2.0	trials	1.0	True	True	10000.0	True
1799.5841847346092	2.0	trials	1.0	True	True	10000.0	True
1804.0706156912058	2.0	trials	1.0	True	True	10000.0	True
1808.998725865345	2.0	trials	1.0	True	True	10000.0	True
1815.6367013984768	2.0	trials	1.0	True	True	10000.0	True
1820.9007366113105	2.0	trials	1.0	True	True	10000.0	True
1827.3273765876918	2.0	trials	1.0	True	True	10000.0	True
1834.041384536989	2.0	trials	1.0	True	True	10000.0	True
1838.7696504172752	2.0	trials	1.0	True	True	10000.0	True
1843.616889748766	2.0	trials	1.0	True	True	10000.0	True
1848.5207213900158	2.0	trials	1.0	True	True	10000.0	True
1854.346964480109	2.0	trials	1.0	True	True	10000.0	True
1859.9792385085075	2.0	trials	1.0	True	True	10000.0	True
1866.0453293114133	2.0	trials	1.0	True	True	10000.0	True
1870.2710900412246	2.0	trials	1.0	True	True	10000.0	True
1874.6153922198757	2.0	trials	1.0	True	True	10000.0	True
1879.125410505578	2.0	trials	1.0	True	True	10000.0	True
