onset	duration	nwb_table	Block	sound	sound_puretone	sound_freq	sound_amp	optogenetics	opto_freq	opto_power	opto_pulse_duration	opto_pulse_ts
97.30759109554178	2.0	trials	1.0	1.0	1.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
122.04762102094084	2.0	trials	1.0	1.0	1.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
131.33383707150963	2.0	trials	1.0	1.0	1.0	10000.0	0.3	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
144.28774514886172	2.0	trials	1.0	1.0	1.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
149.43167241638992	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
159.9838254181113	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
183.2172072030381	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
212.14816927098494	2.0	trials	1.0	1.0	1.0	10000.0	2.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
221.3882475702627	2.0	trials	1.0	1.0	1.0	10000.0	0.5	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
237.97848437155423	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
250.53616074961707	2.0	trials	1.0	1.0	1.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
254.97644410981613	2.0000000000000284	trials	1.0	1.0	1.0	10000.0	2.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
261.1330690980964	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
286.71843939546363	2.0	trials	1.0	1.0	1.0	10000.0	0.5	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
291.2054653089369	2.0	trials	1.0	1.0	1.0	10000.0	2.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
301.94985894103735	2.0	trials	1.0	1.0	1.0	10000.0	0.3	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
309.12229206026916	2.0	trials	1.0	1.0	1.0	10000.0	0.5	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
325.77093545308264	2.0	trials	1.0	1.0	1.0	10000.0	2.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
336.94482489354925	2.0	trials	1.0	1.0	1.0	10000.0	0.5	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
346.54908038700586	2.0	trials	1.0	1.0	1.0	10000.0	0.5	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
362.66601643628985	2.0	trials	1.0	1.0	1.0	10000.0	2.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
370.6755819005748	2.0	trials	1.0	1.0	1.0	10000.0	0.3	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
376.6092077576154	2.0	trials	1.0	1.0	1.0	10000.0	0.3	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
390.8615392926471	2.0	trials	1.0	1.0	1.0	10000.0	0.5	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
404.1683061270635	2.0	trials	1.0	1.0	1.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
420.61356325295003	2.0	trials	1.0	1.0	1.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
433.4843542577517	2.0	trials	1.0	1.0	1.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
438.1886768837658	2.0	trials	1.0	1.0	1.0	10000.0	0.3	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
464.8218234169117	2.0	trials	1.0	1.0	1.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
474.17007487090166	2.0	trials	1.0	1.0	1.0	10000.0	0.5	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
481.1307408957248	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
488.70657693776116	2.0	trials	1.0	1.0	1.0	10000.0	0.3	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
497.81636360979775	2.0	trials	1.0	1.0	1.0	10000.0	0.3	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
508.3584077783712	2.0	trials	1.0	1.0	1.0	10000.0	2.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
541.8523416088262	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
557.7349600897561	2.0	trials	1.0	1.0	1.0	10000.0	0.5	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
564.911540422587	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
578.403031062734	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
594.6096506061006	2.0	trials	1.0	1.0	1.0	10000.0	2.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
598.91134791186	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
623.3317831892715	2.0	trials	1.0	1.0	1.0	10000.0	0.3	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
645.6282403019148	2.0	trials	1.0	1.0	1.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
652.815793470727	2.0	trials	1.0	1.0	1.0	10000.0	2.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
676.7379583142524	2.0	trials	1.0	1.0	1.0	10000.0	0.5	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
687.7838025348441	2.0	trials	1.0	1.0	1.0	10000.0	0.3	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
696.2825664032667	2.0	trials	1.0	1.0	1.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
702.7858293282127	2.0	trials	1.0	1.0	1.0	10000.0	2.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
734.1584634026823	2.0	trials	1.0	1.0	1.0	10000.0	0.3	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
743.4460618577842	2.0	trials	1.0	1.0	1.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
750.4487184202992	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
774.1725082133302	2.0	trials	1.0	1.0	1.0	10000.0	0.5	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
784.0368285595692	2.0	trials	1.0	1.0	1.0	10000.0	0.3	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
793.1145607264954	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
808.109502696632	2.0	trials	1.0	1.0	1.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
830.8134235453957	2.0	trials	1.0	1.0	1.0	10000.0	0.3	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
846.79125513854	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
853.9488274090415	2.0	trials	1.0	1.0	1.0	10000.0	0.3	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
858.5454088817601	2.0	trials	1.0	1.0	1.0	10000.0	2.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
876.6416026212572	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
886.7449925514329	2.0	trials	1.0	1.0	1.0	10000.0	2.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
896.8646257348722	2.0	trials	1.0	1.0	1.0	10000.0	2.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
923.0231755117608	2.0	trials	1.0	1.0	1.0	10000.0	0.3	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
935.5503525898132	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
945.1197887690931	2.0	trials	1.0	1.0	1.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
974.1127862404612	2.0	trials	1.0	1.0	1.0	10000.0	0.5	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
982.3708389195642	2.0	trials	1.0	1.0	1.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
987.3117255212989	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
991.4815759947172	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
1004.1691119986046	2.0	trials	1.0	1.0	1.0	10000.0	2.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
1009.7242182144358	2.0	trials	1.0	1.0	1.0	10000.0	0.5	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
1023.6668047337782	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
1033.6088853350022	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
1042.6626846234496	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
1075.681589696231	2.0	trials	1.0	1.0	1.0	10000.0	0.3	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
1087.8916777345116	2.0	trials	1.0	1.0	1.0	10000.0	2.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
1094.725680943993	2.0	trials	1.0	1.0	1.0	10000.0	0.5	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
1109.3953258474432	2.0	trials	1.0	1.0	1.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
1115.5033074762164	2.0	trials	1.0	1.0	1.0	10000.0	2.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
1127.5574430031108	2.0	trials	1.0	1.0	1.0	10000.0	0.5	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
1166.5542108779907	2.0	trials	1.0	1.0	1.0	10000.0	3.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
1172.3423386579263	2.0	trials	1.0	1.0	1.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
1181.2521086740853	2.0	trials	1.0	1.0	1.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
1186.472068190932	2.0	trials	1.0	1.0	1.0	10000.0	0.3	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"
