onset	duration	nwb_table	sound	match_mismatch	sound_freq1	sound_amp1	sound_freq2	sound_amp2	valve	lick	perf
81.41326340605832	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
93.89934879130674	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	2.0
101.45956747863119	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	2.0
108.99585322069281	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	2.0
116.55667671168816	2.0	trials	True	False	12000.0	3.0	12000.0	3.0	False	False	4.0
124.11585859271965	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
131.91592513581898	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
144.40814495830082	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
151.93812346208017	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
164.41833361166837	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
172.04447589912118	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
179.54455982145308	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
192.04334608379048	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
204.52303783023217	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	2.0
212.07746768242083	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
224.55707302833818	2.0	trials	True	False	12000.0	3.0	12000.0	3.0	False	False	4.0
232.11720531513822	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	2.0
239.67128956522922	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
252.16325018613784	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	0.0
259.71776643885096	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
267.39186101735385	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
279.8659367297086	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	4.0
287.41976177822636	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
299.9069703702922	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	True	1.0
307.3887373814482	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	4.0
316.19035880356137	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
328.68266502656763	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	4.0
336.23657647560975	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	True	1.0
343.85891713998836	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
356.3367944754174	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
368.81700462500555	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	2.0
376.37722331233005	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
383.9258643293829	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
391.42525704751955	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
398.9734660619504	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
411.4595514471988	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
418.9696578303628	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	True	2.0
426.55000783987583	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
434.05588059734356	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
441.538166011646	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
449.90709360749105	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
462.39896782787514	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
474.8744259486206	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
487.36785537844423	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	2.0
494.9212484243399	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
507.40871621797896	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	2.0
514.9678116984861	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
522.6957338036992	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
535.1736111391282	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	2.0
542.7292505986587	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
550.3819178471068	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
557.8989362722239	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
565.3698168173037	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
577.8663566660063	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
590.3403459778366	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
597.928040031925	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
605.5029468083999	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
613.0701639382019	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
625.5430300432149	2.0	trials	True	False	12000.0	3.0	12000.0	3.0	False	False	4.0
633.1092103667239	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	5.0
645.5892477152634	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
658.0817267393185	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	2.0
665.6352061857386	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
673.285022216881	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	4.0
680.8270967940783	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
693.3147373887663	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
700.9896095719888	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
708.4755238083168	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
720.9735324659343	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
728.4871812705994	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
740.9777594831174	2.0	trials	True	False	12000.0	3.0	12000.0	3.0	False	False	4.0
748.5381509714906	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
756.0142155480354	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
769.0100640273297	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
776.5344264970221	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	True	1.0
784.0822899093553	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
791.566303334146	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
804.0453902769169	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
811.5943768960675	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
824.0745870456558	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
836.5466755459489	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
849.0516826460442	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	4.0
856.6073221055748	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
864.3095832550366	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
876.789620603576	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
889.2698307531642	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
896.8451695322611	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
909.3401541715244	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
921.832978797677	2.0	trials	True	False	12000.0	3.0	12000.0	3.0	False	False	4.0
929.3804966079127	2.0	trials	True	False	12000.0	3.0	12000.0	3.0	False	False	4.0
936.9405424941882	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	4.0
944.5007611815129	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	True	3.0
956.9763057027826	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
964.6575715248118	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
972.1313896877217	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
984.6129822457007	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
992.1900490352858	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
1004.6837376666828	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1012.2954510665584	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
1024.7755748156221	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	True	1.0
1032.2581194314978	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
1039.8876313394028	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
1052.382443177617	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
1064.856173287874	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
1077.351676330284	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1084.8965157242624	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
1092.4442927360712	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
1104.9368581606507	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1112.4368556824581	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
1119.9210419082979	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
1127.4535260272853	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
1134.9730500676103	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1142.5107182180627	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
1150.0587544314446	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
1162.5376685731667	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
1170.0016370762933	2.0	trials	True	True	12000.0	3.0	5000.0	3.0	False	False	5.0
1182.481760825357	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1190.1262200239858	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1197.59053412921	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
1205.0780899755018	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
1217.5582137245656	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
1230.0335854447867	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1237.5188948774437	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	5.0
1250.614535962437	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	2.0
1258.1547097280973	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1265.7328997245	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	5.0
1278.2251195469817	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	True	3.0
1290.699713662483	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
1303.1794054089248	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1310.7336624600646	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1318.2575065266105	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
1330.7376302756743	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
1338.3166842773212	2.0	trials	True	True	12000.0	3.0	5000.0	3.0	False	False	4.0
1345.8639428859833	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
1353.4801491131284	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	4.0
1361.0328509548287	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1368.5089155313735	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	2.0
1376.0748366533094	2.0	trials	True	False	12000.0	3.0	12000.0	3.0	False	False	4.0
1383.6223544635448	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	True	True	3.0
1396.108785450891	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1403.6986395180897	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1411.1760001025004	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	2.0
1418.7310347583602	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1426.2997206970772	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1433.8013598288485	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
1446.281224376339	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
1458.7563368949866	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
1471.2376702513925	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
1483.7336916969487	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1491.287862347564	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1498.8074727884136	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
1506.3362416848513	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
1513.8240567327161	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
1526.317918165162	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
1538.7962275032128	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
1546.501253469456	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1553.9887229152237	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
1566.4808563371814	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1574.043235037616	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
1586.5269876087054	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	2.0
1594.076233429429	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1601.7014253111133	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
1614.1935587330704	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	2.0
1621.753604619346	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
1629.4156895249557	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
1641.8968500803123	2.0	trials	True	True	12000.0	3.0	12000.0	3.0	False	False	3.0
1654.375937023083	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1662.0737053452758	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1669.7727696753343	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	False	False	1.0
1677.2900473020245	2.0	trials	True	False	12000.0	3.0	5000.0	3.0	True	True	1.0
