onset	duration	nwb_table	Block	sound	sound_puretone	sound_bluenoise	sound_freq	sound_amp	optogenetics	opto_freq	opto_power	opto_pulse_duration	opto_pulse_ts	airpuff	airpuff_duration	airpuff_amp
314.72423008327274	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
322.4712258226038	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
328.9566045050814	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
334.8728644672813	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
340.56145966131186	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
349.6766904172387	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
358.0046417167864	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
366.2594983697036	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
373.72958117469585	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
382.59139987557876	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
391.5253628198854	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
399.6157997180298	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
408.2249839664926	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
414.9795859573632	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
422.5034961439758	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
431.19804388046555	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
438.6616466635934	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
447.4206490175612	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
454.5457354584926	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
460.2623243469773	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
465.7823525722419	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
474.88548728735526	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
482.882093468903	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
489.35321610327895	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
496.84403497823723	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
506.7263275223264	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
515.168240806396	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
522.5361120665137	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
529.0464604332421	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
535.4485492346894	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
544.4192323028942	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
553.2050187472348	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
561.1286166824437	2.0	trials	1.0	1.0	1.0	0.0	10000.0	1.0	False	0.0	0.0	0.0	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan]"	0.0	0.0	0.0
