onset	duration	nwb_table	Block	sound	sound_puretone	sound_freq	sound_amp	valve	lick
29.36010683340653	2.0	trials	2.0	True	True	10000.0	True	False	False
39.99486092337628	2.0	trials	2.0	True	True	10000.0	True	False	False
51.996640606719005	2.0	trials	2.0	True	True	10000.0	True	False	False
59.89120908843288	2.0	trials	2.0	True	True	10000.0	True	False	False
69.91735944437914	2.0	trials	2.0	True	True	10000.0	True	False	False
82.11526781543246	2.0	trials	2.0	True	True	10000.0	True	False	False
93.87141143747071	2.0	trials	2.0	True	True	10000.0	True	False	False
103.87397451070994	2.0	trials	2.0	True	True	10000.0	True	False	False
115.27751849638395	2.0	trials	2.0	True	True	10000.0	True	False	False
126.16145106007937	2.0	trials	2.0	True	True	10000.0	True	False	False
135.14345375479996	2.0	trials	2.0	True	True	10000.0	True	False	False
144.41973588138939	2.0	trials	2.0	True	True	10000.0	True	False	False
151.68012613940473	2.0	trials	2.0	True	True	10000.0	True	False	False
163.4459465953741	2.0	trials	2.0	True	True	10000.0	True	False	False
171.58891594808702	2.0	trials	2.0	True	True	10000.0	True	False	False
180.4620542610828	2.0	trials	2.0	True	True	10000.0	True	False	False
189.45623939852024	2.0	trials	2.0	True	True	10000.0	True	False	False
198.5939354391679	2.0	trials	2.0	True	True	10000.0	True	False	False
209.26255844789648	2.0	trials	2.0	True	True	10000.0	True	False	False
218.477496359387	2.0	trials	2.0	True	True	10000.0	True	False	False
230.5566907141785	2.0	trials	2.0	True	True	10000.0	True	False	False
239.7329212899446	2.0	trials	2.0	True	True	10000.0	True	False	False
251.5390906873945	2.0	trials	2.0	True	True	10000.0	True	False	False
262.75782442504527	2.0	trials	2.0	True	True	10000.0	True	False	False
273.88972585822495	2.0	trials	2.0	True	True	10000.0	True	False	False
285.2113623566965	2.0	trials	2.0	True	True	10000.0	True	False	False
297.4694917389103	2.0	trials	2.0	True	True	10000.0	True	False	False
304.78906620445065	2.0	trials	2.0	True	True	10000.0	True	False	False
312.16194965691494	2.0	trials	2.0	True	True	10000.0	True	False	False
324.63737580106357	2.0	trials	3.0	True	True	10000.0	True	False	False
335.46782657722906	2.0	trials	2.0	True	True	10000.0	True	False	False
346.19459698984724	2.0	trials	2.0	True	True	10000.0	True	False	False
358.1428948856601	2.0	trials	2.0	True	True	10000.0	True	False	False
367.6664546793101	2.0	trials	1.0	True	True	10000.0	True	True	True
401.48638446636426	2.0	trials	3.0	True	True	10000.0	True	False	True
411.2009753298504	2.0	trials	3.0	True	True	10000.0	True	False	True
422.2046587134431	2.0	trials	2.0	True	True	10000.0	True	False	False
435.06292459999065	2.0	trials	1.0	True	True	10000.0	True	True	True
449.1146378712722	2.0	trials	1.0	True	True	10000.0	True	True	True
460.8808903287563	2.0	trials	1.0	True	True	10000.0	True	True	True
473.3250395632348	2.0	trials	2.0	True	True	10000.0	True	False	False
482.6815875712705	2.0	trials	1.0	True	True	10000.0	True	True	True
494.1516597902208	2.0	trials	1.0	True	True	10000.0	True	True	True
503.0186636817066	2.0	trials	1.0	True	True	10000.0	True	True	True
511.1195560868799	2.0	trials	1.0	True	True	10000.0	True	True	True
522.8436451965214	2.0	trials	2.0	True	True	10000.0	True	False	False
533.7163457208325	2.0	trials	2.0	True	True	10000.0	True	False	False
540.879881239234	2.0	trials	2.0	True	True	10000.0	True	False	False
550.9543293645328	2.0	trials	1.0	True	True	10000.0	True	True	True
562.0589283019783	2.0	trials	2.0	True	True	10000.0	True	False	False
569.49427917348	2.0	trials	1.0	True	True	10000.0	True	True	True
579.69443973958	2.0	trials	1.0	True	True	10000.0	True	True	True
590.2149726290417	2.0	trials	2.0	True	True	10000.0	True	False	False
600.8205234166122	2.0	trials	1.0	True	True	10000.0	True	True	True
608.9447439035837	2.0	trials	1.0	True	True	10000.0	True	True	True
620.8246991597582	2.0	trials	2.0	True	True	10000.0	True	False	False
629.6180035928224	2.0	trials	1.0	True	True	10000.0	True	True	True
637.8171331424569	2.0	trials	2.0	True	True	10000.0	True	False	False
646.7955070244534	2.0	trials	2.0	True	True	10000.0	True	False	False
657.527115854037	2.0	trials	2.0	True	True	10000.0	True	False	False
665.8796059414187	2.0	trials	2.0	True	True	10000.0	True	False	False
677.7471195539675	2.0	trials	1.0	True	True	10000.0	True	True	True
687.4458127617097	2.0	trials	1.0	True	True	10000.0	True	True	True
696.5640687341923	2.0	trials	2.0	True	True	10000.0	True	False	False
705.9054966892106	2.0	trials	1.0	True	True	10000.0	True	True	True
715.0078550059494	2.0	trials	2.0	True	True	10000.0	True	False	False
724.0986356820918	2.0	trials	2.0	True	True	10000.0	True	False	False
732.1756816036491	2.0	trials	1.0	True	True	10000.0	True	True	True
743.5151165645296	2.0	trials	1.0	True	True	10000.0	True	True	True
755.2738521956566	2.0	trials	2.0	True	True	10000.0	True	False	False
762.4321172955777	2.0	trials	1.0	True	True	10000.0	True	True	True
774.2286098590965	2.0	trials	1.0	True	True	10000.0	True	True	True
783.6481436879872	2.0	trials	2.0	True	True	10000.0	True	False	False
794.7129120857701	2.0	trials	2.0	True	True	10000.0	True	False	False
802.3748045516229	2.0	trials	2.0	True	True	10000.0	True	False	False
812.3529163391254	2.0	trials	1.0	True	True	10000.0	True	True	True
821.7871382195187	2.0	trials	2.0	True	True	10000.0	True	False	False
831.7086578085851	2.0	trials	1.0	True	True	10000.0	True	True	True
844.3688078004541	2.0	trials	1.0	True	True	10000.0	True	True	True
855.0133251246579	2.0	trials	2.0	True	True	10000.0	True	False	False
862.5552075697045	2.0	trials	2.0	True	True	10000.0	True	False	False
875.4204718807918	2.0	trials	2.0	True	True	10000.0	True	False	False
883.465463289952	2.0	trials	1.0	True	True	10000.0	True	True	True
892.41143705834	2.0	trials	1.0	True	True	10000.0	True	True	True
904.3763238123204	2.0	trials	2.0	True	True	10000.0	True	False	False
917.0742307365813	2.0	trials	1.0	True	True	10000.0	True	True	True
928.162759217677	2.0	trials	1.0	True	True	10000.0	True	True	True
941.0900589462864	2.0	trials	2.0	True	True	10000.0	True	False	False
950.8643524191157	2.0	trials	1.0	True	True	10000.0	True	True	True
960.866310690234	2.0	trials	2.0	True	True	10000.0	True	False	False
968.5104046936779	2.0	trials	1.0	True	True	10000.0	True	True	True
978.8670362084318	2.0	trials	2.0	True	True	10000.0	True	False	False
987.0145847772012	2.0	trials	3.0	True	True	10000.0	True	False	True
996.3510015146481	2.0	trials	2.0	True	True	10000.0	True	False	True
1009.3804264013521	2.0	trials	1.0	True	True	10000.0	True	True	True
1022.3430638538705	2.0	trials	1.0	True	True	10000.0	True	True	True
1031.9679712028883	2.0	trials	1.0	True	True	10000.0	True	True	True
1042.3969197712165	2.0	trials	1.0	True	True	10000.0	True	True	True
1050.5791148614715	2.0	trials	2.0	True	True	10000.0	True	False	False
1058.4216703608056	2.0	trials	2.0	True	True	10000.0	True	False	False
1066.2152368883637	2.0	trials	1.0	True	True	10000.0	True	True	True
1078.8335691336022	2.0	trials	2.0	True	True	10000.0	True	False	False
1089.783684329362	2.0	trials	1.0	True	True	10000.0	True	True	True
1098.8801674254996	2.0	trials	1.0	True	True	10000.0	True	True	True
1110.2859578190503	2.0	trials	2.0	True	True	10000.0	True	False	False
1121.4481857585677	2.0	trials	1.0	True	True	10000.0	True	True	True
1128.9339080066927	2.0	trials	2.0	True	True	10000.0	True	False	False
1136.638482222206	2.0	trials	1.0	True	True	10000.0	True	True	True
1145.1029471022189	2.0	trials	2.0	True	True	10000.0	True	False	False
1157.1163908264607	2.0	trials	2.0	True	True	10000.0	True	False	False
1165.9130648713403	2.0	trials	2.0	True	True	10000.0	True	False	False
1180.964429647825	2.0	trials	1.0	True	True	10000.0	True	True	True
1192.600995250572	2.0	trials	2.0	True	True	10000.0	True	False	False
1200.3053966654793	2.0	trials	0.0	True	True	10000.0	True	False	False
1207.872767199898	2.0	trials	0.0	True	True	10000.0	True	False	False
1220.921372953858	2.0	trials	2.0	True	True	10000.0	True	False	False
1229.4472684492728	2.0	trials	2.0	True	True	10000.0	True	False	False
1237.1092473154285	2.0	trials	0.0	True	True	10000.0	True	False	False
1244.825399171538	2.0	trials	2.0	True	True	10000.0	True	False	False
1255.7915848236476	2.0	trials	0.0	True	True	10000.0	True	False	False
1264.736176187188	2.0	trials	2.0	True	True	10000.0	True	False	False
1276.9976751812173	2.0	trials	2.0	True	True	10000.0	True	False	False
1286.6457378114271	2.0	trials	2.0	True	True	10000.0	True	False	False
1294.098714344732	2.0	trials	2.0	True	True	10000.0	True	False	False
1304.5683574557524	2.0	trials	0.0	True	True	10000.0	True	False	False
1311.7261041538557	2.0	trials	0.0	True	True	10000.0	True	False	False
1319.9708530634512	2.0	trials	0.0	True	True	10000.0	True	False	False
1327.1406958039686	2.0	trials	0.0	True	True	10000.0	True	False	False
1337.2983474210141	2.0	trials	2.0	True	True	10000.0	True	False	False
1345.6028853402552	2.0	trials	0.0	True	True	10000.0	True	False	False
1355.5267377375012	2.0	trials	0.0	True	True	10000.0	True	False	False
1365.2112612955586	2.0	trials	0.0	True	True	10000.0	True	False	False
1372.651450584026	2.0	trials	0.0	True	True	10000.0	True	False	False
1382.5327076319147	2.0	trials	0.0	True	True	10000.0	True	False	False
1393.3509759653634	2.0	trials	2.0	True	True	10000.0	True	False	False
1403.2330106159786	2.0	trials	2.0	True	True	10000.0	True	False	False
1413.679066444292	2.0	trials	2.0	True	True	10000.0	True	False	False
1423.879572611604	2.0	trials	0.0	True	True	10000.0	True	False	False
1433.11688820156	2.0	trials	2.0	True	True	10000.0	True	False	False
1441.6754430114922	2.0	trials	2.0	True	True	10000.0	True	False	False
1453.348123940875	2.0	trials	2.0	True	True	10000.0	True	False	False
1465.5922564740097	2.0	trials	0.0	True	True	10000.0	True	False	False
1476.6616040878494	2.0	trials	0.0	True	True	10000.0	True	False	False
1484.275976387076	2.0	trials	2.0	True	True	10000.0	True	False	False
1495.7357669699745	2.0	trials	0.0	True	True	10000.0	True	False	False
1504.4663447830928	2.0	trials	0.0	True	True	10000.0	True	False	False
1512.014188849043	2.0	trials	0.0	True	True	10000.0	True	False	False
1522.0103582998638	2.0	trials	2.0	True	True	10000.0	True	False	False
1533.4222831149245	2.0	trials	2.0	True	True	10000.0	True	False	False
1544.5264500508554	2.0	trials	2.0	True	True	10000.0	True	False	False
1556.2526991680706	2.0	trials	2.0	True	True	10000.0	True	False	False
1568.2237203435614	2.0	trials	2.0	True	True	10000.0	True	False	False
1578.2675827616133	2.0	trials	0.0	True	True	10000.0	True	False	False
1588.0940620174279	2.0	trials	0.0	True	True	10000.0	True	False	False
1597.0589574521632	2.0	trials	2.0	True	True	10000.0	True	False	False
1605.7078005786846	2.0	trials	2.0	True	True	10000.0	True	False	False
1616.8058330931055	2.0	trials	0.0	True	True	10000.0	True	False	False
1629.4480982222628	2.0	trials	0.0	True	True	10000.0	True	False	False
1636.8279800992664	2.0	trials	2.0	True	True	10000.0	True	False	False
1646.3238917959704	2.0	trials	1.0	True	True	10000.0	True	True	False
1657.065695861303	2.0	trials	1.0	True	True	10000.0	True	True	True
1664.7825389198358	2.0	trials	2.0	True	True	10000.0	True	False	False
1672.9360491095097	2.0	trials	2.0	True	True	10000.0	True	False	False
1685.0447923679117	2.0	trials	1.0	True	True	10000.0	True	True	True
1695.2444345321942	2.0	trials	1.0	True	True	10000.0	True	True	True
1703.7907204991066	2.0	trials	0.0	True	True	10000.0	True	False	False
1714.5104924871855	2.0	trials	2.0	True	True	10000.0	True	False	False
1725.9653582528153	2.0	trials	0.0	True	True	10000.0	True	False	False
1736.5426561413194	2.0	trials	2.0	True	True	10000.0	True	False	False
1744.174567702046	2.0	trials	2.0	True	True	10000.0	True	False	False
1757.223432656915	2.0	trials	0.0	True	True	10000.0	True	False	False
1769.3872129083004	2.0	trials	2.0	True	True	10000.0	True	False	False
1781.2549857217582	2.0	trials	0.0	True	True	10000.0	True	False	False
1789.1391861671173	2.0	trials	0.0	True	True	10000.0	True	False	False
1801.3793442863164	2.0	trials	2.0	True	True	10000.0	True	False	False
1812.578724356105	2.0	trials	3.0	True	True	10000.0	True	False	False
1823.148073416737	2.0	trials	1.0	True	True	10000.0	True	True	True
1832.1722394593003	2.0	trials	1.0	True	True	10000.0	True	True	True
1840.5358751857632	2.0	trials	2.0	True	True	10000.0	True	False	False
1847.8919105791513	2.0	trials	2.0	True	True	10000.0	True	False	False
1856.9340478847291	2.0	trials	2.0	True	True	10000.0	True	False	False
1868.8089055230291	2.0	trials	2.0	True	True	10000.0	True	False	False
1877.9691520427484	2.0	trials	1.0	True	True	10000.0	True	True	False
1891.4245304230262	2.0	trials	2.0	True	True	10000.0	True	False	True
1899.1506183139754	2.0	trials	2.0	True	True	10000.0	True	False	False
1911.1562860109516	2.0	trials	2.0	True	True	10000.0	True	False	False
1923.7610534086252	2.0	trials	0.0	True	True	10000.0	True	False	False
1931.6852571942534	2.0	trials	1.0	True	True	10000.0	True	True	True
1941.7258364007932	2.0	trials	0.0	True	True	10000.0	True	False	False
1950.137337895094	2.0	trials	0.0	True	True	10000.0	True	False	False
1960.5680144694813	2.0	trials	2.0	True	True	10000.0	True	False	False
1970.8093015797886	2.0	trials	0.0	True	True	10000.0	True	False	False
1980.2505218847211	2.0	trials	2.0	True	True	10000.0	True	False	False
1990.6753232385074	2.0	trials	0.0	True	True	10000.0	True	False	False
1998.7336202943231	2.0	trials	0.0	True	True	10000.0	True	False	False
2005.951760804193	2.0	trials	0.0	True	True	10000.0	True	False	False
2014.363867100615	2.0	trials	0.0	True	True	10000.0	True	False	False
2025.8480225689468	2.0	trials	2.0	True	True	10000.0	True	False	False
2034.415649410689	2.0	trials	2.0	True	True	10000.0	True	False	False
2045.16177349117	2.0	trials	2.0	True	True	10000.0	True	False	False
2053.8283286797973	2.0	trials	0.0	True	True	10000.0	True	False	False
2065.676143023272	2.0	trials	0.0	True	True	10000.0	True	False	False
2074.771157314259	2.0	trials	2.0	True	True	10000.0	True	False	False
2086.118281902103	2.0	trials	1.0	True	True	10000.0	True	True	True
2097.6269750564743	2.0	trials	1.0	True	True	10000.0	True	True	True
2108.8823425225787	2.0	trials	2.0	True	True	10000.0	True	False	False
2118.921020922454	2.0	trials	2.0	True	True	10000.0	True	False	False
2131.4367960080826	2.0	trials	2.0	True	True	10000.0	True	False	False
2142.0332747638427	2.0	trials	2.0	True	True	10000.0	True	False	False
2155.15514797471	2.0	trials	0.0	True	True	10000.0	True	False	False
2162.29526901101	2.0	trials	0.0	True	True	10000.0	True	False	False
